country,description,name,num_ratings,rating,rum_type
Mauritius,,Chamarel 2017 Single Malt Finish,1,8.0,Aged
Reunion,,Riviere du Mat 1950 Ile de la Reunion,1,0.0,Aged
Netherlands,,Kintra Uitvlugt Guyana 21-Year,1,7.0,Aged
Caribbean,,Berry's St Lucia 11-Year,1,2.0,Aged
United Kingdom,,Conviviality Rolling Calf,1,7.0,Spiced
Caribbean,,Plantation Guyana Aarhus Rommen 8-Year,1,8.0,Aged
United States,"Lyon Light rum, a double pot-distilled, blackstrap molasses- and evaporated cane juice-based rum that’s bottled unaged at 90 proof. via  American Rum Report ",Lyon Light,1,8.0,Light
Ecuador,,Zhumir Paute,1,3.0,Light
Reunion,,Savanna 8-Year,1,7.0,Gold
Germany,,The Rum Cask 1999 Nicaragua 16-Year,1,7.0,Aged
Saint Vincent And The Grenedines,,Sunset Mutineers Gold XO Special Reserve,1,7.0,Gold
Dominica,,Macoucherie Bois Bandé,1,3.0,Spiced
United Kingdom,,Kill Devil (Hunter Laing) 2004 Guyana 12-Year,1,7.0,Aged
Barbados,,Tropic Isle Palms Gold,1,2.0,Gold
French Polynesia,,T 55° 2017,1,7.0,n/a
Barbados,,Black Bart Navy Silver OAR,1,4.0,Aged
Panama,,Demon's Share Factory 15-Year,1,7.0,Aged
Caribbean,,Mezan 1998 Trinidad,1,5.0,Aged
Caribbean,,Mezan 1990 Guyana,1,7.0,Aged
Ecuador,,San Miguel Gold,1,7.0,Gold
Guatemala,,Slik For Voksne Primula Navy,1,7.0,Aged
Germany,,Flensburg Rum Company 2007 Jamaica Jmc HD 12-Year,1,9.0,Aged
United Kingdom,,Kill Devil (Hunter Laing) 2008 Guyana 8-Year,1,8.0,Aged
Denmark,,RomDeLuxe Selected Series 3 Dark Navy,1,7.0,Dark
Mauritius,,New Grove Royal Blend,1,7.0,Aged
Trinidad and Tobago,,Parker's Cresta Brown,1,6.0,Gold
Jamaica,,JBW Genuine White Overproof,1,1.0,Overproof
Dominican Republic,,Rum Artesanal 1998 Trinidad Caroni Single Cask 40 20-Year,1,9.0,Aged
Belgium,,X-BEVERAGES Karumba 6-Year,1,0.0,Flavored
Jamaica,,Jack Tar Superior,1,2.0,Light
France,,L'Esprit 2016 Diamond Guyana 10-Year,1,8.0,Aged
United States,,Galleon Rum Co. Dark,1,2.0,Gold
Japan,,Kiyomi Kiyomi,1,7.0,Light
Guyana,,Uitvlugt Guyana 17-Year,1,0.0,Aged
Colombia,,Parce 3-Year,1,5.0,Aged
Jamaica,,Sangster's Rumraisin Cream,1,4.0,Flavored
United Kingdom,,Loaded 2019 Golden Buck,1,0.0,Flavored
United Kingdom,,Kill Devil (Hunter Laing) Guyana Enmore 25-Year,1,9.0,Aged
Venezuela,,Ron Anejo Santo Domingo Elixir de Antano,1,7.0,Aged
Panama,,Suave de Panama Malteco 15-Year,1,5.0,Gold
Haiti,,Disprodal Rhum Bakara 18-Year,1,6.0,Aged
Mexico,,Kuya Fusion,1,2.0,Spiced
United States,,Corina 151 Proof,1,3.0,Overproof
Martinique,,Mangoustan's Coffee,1,5.0,Flavored
Martinique,,Trois Rivieres Réserve Spéciale,1,8.0,Gold
United States,,St. Augustine 4,1,7.0,Gold
Colombia,,Dictador Cartagena,1,7.0,Gold
Panama,,Debonaire 8-Year,1,5.0,Gold
Martinique,,Dillon Bourbon Barrel,1,3.0,Aged
Cayman Islands,,BlackBeard's Coconut,1,3.0,Flavored
United States,"Taildragger After Dark rum, a version of the base used in their White Rum that’s aged at 115 proof in new charred (#4) French oak barrels for 4 weeks. While the barrels are charred, they add the same first-boil molasses used in the rum to the barrel. It caramelizes on the sides and adds color and flavor to the rum while it ages. It’s bottled at 115 proof with no additional color or sugar. via  American Rum Report ",Taildragger After Dark,1,6.0,Dark
Spain,,Canyero Canyero Ron Miel,1,7.0,Flavored
United States,,Carmelita's Spiced Orange,1,7.0,Spiced
"Virgin Islands, U.S.",,Cruzan Tropical Fruit,1,5.0,Flavored
United States,,Ron Rio Virgin Islands Silver,1,2.0,Light
United States,,Ron Rio Gold,1,3.0,Gold
United States,"Due North Gold rum, a hybrid pot/column-distilled, Himalayan sugar-based rum that’s aged in charred oak barrels for 16 months and bottled at 80 proof. via  American Rum Report ",Due North Gold,1,7.0,Gold
Canada,,Ironworks Rum Boat Rum,1,7.0,Aged
Caribbean,,Plantation 1991 Jamaica & Guyana,1,7.0,Aged
Denmark,,RomDeLuxe Selected Series 2 Dominican Republic 5-Year,1,7.0,Dark
United Kingdom,,Golden Devil 2007 Jamaica 9-Year,1,6.0,Aged
Jamaica,,Berry Bros. & Rudd Fijian 10-Year 10-Year,1,7.0,Aged
United States,,Old Lahaina Gold,1,0.0,Gold
Reunion,,Isautier Gres 10-Year,1,8.0,Aged
Cuba,,Arecha Dorado,1,7.0,Gold
Mexico,,Baraima Platino,1,1.0,Light
French Polynesia,,Noa Noa Brown,1,7.0,Gold
Spain,,Aguere Honey,1,5.0,Aged
United States,,Corina Gold,1,3.0,Gold
Belgium,,Delhaize Trinidad,1,4.0,Gold
United Kingdom,,Samaroli 2004 Panama,1,8.0,Aged
France,,Origin R. Double Ageing 14-Year,1,8.0,Aged
Belgium,,Delhaize Brun,1,3.0,Gold
United States,"Liberty Tree Boston rum, a pot-distilled, molasses- and brown sugar-based rum that’s aged at least two years in new American white oak barrels and used bourbon barrels. Rums from various barrels are blended and bottled at 86 proof. via  American Rum Report ",Liberty Tree Boston,1,9.0,Gold
France,,Origin R. Guyana 12-Year,1,8.0,Aged
United States,,Solomon Tournour Premium,1,6.0,Dark
United States,"Twenty Boat Amber rum, a double pot-distilled, molasses- and cane juice-based rum that’s proofed down to 115 after distillation and aged in used Chardonnay and used whiskey barrels for two to three-and-a-half years. The aged rums are blended (the Chardonnay barrel aged rums make up a larger portion of the blend) and bottled at 84 proof. via  American Rum Report ",Twenty Boat Amber,1,7.0,Gold
Belgium,,Delhaize Barbados 5-Year,1,5.0,Gold
Panama,,Duran 7-Year,1,0.0,Aged
United States,,New Holland Superior Single Barrel,1,7.0,Gold
Belize,,Tiburon Gran Reserva 7-Year,1,6.0,Aged
United Kingdom,,Sweetdram Smoked Spiced,1,8.0,Flavored
Martinique,,Grand Fond Galion Brun,1,1.0,Gold
United States,,Montego Bay Coconut,1,6.0,Flavored
Caribbean,,Compagnie des Indes Barbados Foursquare 10-Year,1,8.0,Aged
United States,,1492 Spiced,1,2.0,Spiced
Mauritius,,New Grove Bourbon Cask,1,0.0,Aged
Guadeloupe,,Karukera Liqueur de Litchi,1,3.0,Flavored
Saint Lucia,,St. Lucia Distillers Nuts 'n Rum,1,9.0,n/a
Trinidad and Tobago,,A. D. Rattray 15-Year,1,8.0,Aged
United Kingdom,,Cadenhead's 1999 Brazilian 15-Year,1,5.0,Aged
United States,,Admiral Nelson's Watermelon,1,0.0,Flavored
United States,,Calico Jack Mango,1,2.0,Flavored
United States,,Cooper River Distillers Petty's Island,1,3.0,Spiced
Brazil,,Beija-Flor Velha Cachaca,1,9.0,Cachaca
United States,,Numbskul Original,1,3.0,Spiced
United States,,Code Commodores Cut,1,0.0,Dark
Martinique,,Dillon Farandole,1,3.0,Agricole
Saint Vincent And The Grenedines,,Sunset Captain Bligh XO,1,7.0,Aged
United States,,Corina Silver,1,2.0,Light
Martinique,,La Mauny Blanc 55,1,2.0,Agricole
Panama,,Yolo Silver,1,7.0,Light
Dominican Republic,,Rum Artesanal 1998 Diamond 20-Year,1,8.0,Aged
United States,,Barrel Craft Spirits Cask Strength 7-Year,1,7.0,Aged
Caribbean,,Compagnie des Indes 2004 Fiji 13-Year,1,8.0,Aged
United States,,Sorgrhum Dark,1,4.0,Dark
Costa Rica,,Ron Bucanero Gold,1,5.0,Gold
Guadeloupe,,Damoiseau Cuvee du Distillateur Ambré,1,3.0,Gold
Italy,,Velier 2003 Bielle MG 9-Year,1,6.0,Aged
Peru,,Caña Alta Joven,1,5.0,Light
United States,,Blue Spirits Peirates,1,8.0,Gold
United States,"Jan Stephenson Pineapple rum, a version of the Silver Rum that’s blended with pineapple juice and bottled at 80 proof. via  American Rum Report ",Jan Stephenson Pineapple,1,2.0,Flavored
United Kingdom,,Cadenhead's Green Label Demerara 25-Year,1,9.0,Dark
Guadeloupe,,Damoiseau Cuvee du Distillateur,1,3.0,Gold
Barbados,,Foursquare 2009 Maltbarn 10-Year,1,9.0,Aged
Brazil,,Germana Soul Cachaca,1,6.0,Cachaca
Slovakia,,GAS Familia Familia Run Tuzemský,1,3.0,Gold
Canada,,East Coast Spirits Gold,1,5.0,Gold
Brazil,,CapuCana Light Cachaca,1,6.0,Cachaca
United Kingdom,,Alnwick Spiced,1,5.0,Aged
Colombia,,Licorera del Cauca 2010 Gorgona 8-Year,1,5.0,Gold
Caribbean,,Old Man Spirits Project Choice Night And Art,1,7.0,Aged
"Venezuela, Bolivarian Republic of",,Quimera Solera Selecta,1,0.0,Aged
Canada,,Wayward Drunken Hive,1,9.0,Aged
Bahamas,,Jack Malantan 5-Year,1,0.0,Aged
United States,"Ko Hana KOKOLEKA rum, a version of their agricole rum that’s infused with heirloom Hawaiian cacao and blended with Maunawili honey. Bottled at 60 proof. via  American Rum Report ",Ko Hana KOKOLEKA,1,4.0,Flavored
Paraguay,,Fortin Heroica,1,6.0,Aged
Guadeloupe,,Longueteau Creole Spicy,1,4.0,Spiced
Panama,,Carta Vieja Spiced,1,6.0,Spiced
Caribbean,,Duncan Taylor 2007 Guatemala Single Cask 8-Year,1,4.0,Aged
Jamaica,,Berry Bros. & Rudd Trinidad Caroni 15-Year,1,9.0,Aged
United States,,Independent Gold,1,4.0,Gold
Mexico,,Laslov Group Envy,1,5.0,Light
France,,Tricoche L'arrangé,1,7.0,Spiced
United States,,Carmelita's Grilled Pineapple,1,3.0,Flavored
Caribbean,,Plantation 1996 Extreme No4 Jamaica Crv Long Pond 24-Year,1,10.0,Aged
Martinique,,Leader Price Rhum Blanc 55,1,1.0,Light
Martinique,,La Mauny Wouj' Monovarie,1,3.0,Aged
United States,"Cotton & Reed Mellow Gold rum, a version of the base used in their White Rum that’s rested in used bourbon barrels for several months and then infused with a small amount of sweet woodruff herb. Bottled at 80 proof with no added color. via  American Rum Report ",Cotton & Reed Mellow Gold,1,6.0,Gold
Caribbean,,Berry's Barbados 9-Year,1,8.0,Aged
Panama,,1423 Indian Rum,1,5.0,Flavored
India,,Hercules Superior XXX White,1,0.0,Light
Martinique,,Saint James Mojito Imperial,1,2.0,Flavored
New Zealand,,Murderer's Bay White,1,3.0,Light
Madagascar,,Dzama Cognac Finish 8-Year,1,7.0,Aged
United States,"Cotton & Reed Dry Spiced rum, a version of the base used in their White Rum that’s infused with 17 natural spices and botanicals (including cinnamon, nutmeg, allspice, lemon verbena, caraway, cumin, and fenugreek). A small amount of raw sugar is added before it’s bottled at 70 proof. via  American Rum Report ",Cotton & Reed Dry Spiced,1,8.0,Spiced
Canada,,Devine Distillery 2018 Beekeeper's Reserve 1-Year,1,6.0,Light
Barbados,,Mount Gay Barbados,1,0.0,Aged
Netherlands,,Kintra San Christobal de Nicaragua 18-Year,1,7.0,Aged
Germany,,Rum Company Old Martiniqe,1,7.0,Aged
United States,,Rico Bay Superior White Rum,1,2.0,Light
Netherlands,,Kintra The Traveling Man Of Belize 9-Year,1,7.0,Aged
United States,"Montanya Aniversaria rum, a version of the base used in their Platino Rum that spent three-and-a-half years in used bourbon barrels, four months in French oak barrels that previously held Cabernet Sauvignon and Port, and two months finishing in a used white oak barrel that previously held bourbon from Peach Street Distillers. Bottled at 80 proof. This is a limited 325-bottle release. via  American Rum Report ",Montanya Aniversaria,1,6.0,Gold
United Kingdom,,Cadenhead's 1991 Dated Distillation Uitvlugt Demerara PM 2006 14-Year,1,9.0,Aged
Saint Lucia,,St. Lucia Distillers 1979 Ruby Reserve,1,8.0,Aged
Caribbean,,Rumbullion Caraibes,1,7.0,Aged
United Kingdom,,Cadenhead's Barbados BBR 11-Year,1,4.0,Aged
Finland,,Pramia Oy Barbados Rommi,1,3.0,Gold
Guadeloupe,,Darboussier Blanc 59,1,2.0,Light
Caribbean,,Plantation 1995 Panama 21-Year,1,10.0,Aged
United Kingdom,,Kill Devil (Hunter Laing) 2003 Trinidad 13-Year,1,8.0,Aged
Australia,,Beenleigh Port Barrel Infused 7-Year,1,8.0,Aged
United States Minor Outlying Islands,,Hali’I Maile Mahina,1,3.0,Light
Jamaica & Guyana ,,Sea Wynde 1.st Edition Pot Still,1,5.0,Aged
Trinidad and Tobago,,Ghost in a Bottle Double Aged,1,8.0,Aged
France,,Transcontinental Rum Line 2004 Guyana,1,6.0,Aged
Caribbean,,Alambic Classique Collection 1995 Chichigalpa 12-Year,1,6.0,Aged
United States,,Bettie Page Spiced,1,4.0,Spiced
Netherlands,,Mil Estrellas Gold,1,2.0,Gold
Denmark,,RomDeLuxe Selected Series 5 Strong Navy 15-Year,1,6.0,Aged
Guyana,,Cana de Emperador 2001 16-Year,1,8.0,Aged
Myanmar,,Mandalay Governor’s Choice,1,3.0,Aged
Barbados,,Foursquare 1998,1,7.0,Aged
Martinique,,La Mauny Ter Rouj,1,7.0,Aged
Italy,,Rum Nation 2011 Jamaica Por Still Cask Strenght 7-Year,1,9.0,Aged
Andorra,,Rum & Cane Nicaragua XO,1,9.0,Aged
United Kingdom,,Bills Spiced,1,8.0,Aged
United States,"Code Spice rum, a version of the base used in their Silver Rum with flavors, spices, and color added. Bottled at 70 proof. via  American Rum Report ",Code Spiced,1,5.0,Spiced
Haiti,,Clairin 2017 World Championship,1,10.0,Agricole
Canada,,Malibu Island Spiced,1,3.0,Spiced
Panama,,Frigate Reserve 8-Year,1,4.0,Aged
Italy,,Mabaruma 2000 Hampden 12-Year,1,0.0,Aged
Jamaica,,Black Jamaica Dark,1,7.0,Dark
"Virgin Islands, U.S.",,Sailor Jerry Uso Limited Edition,1,7.0,Spiced
Dominican Republic,,Bohio Bohío Premium,1,7.0,Aged
Saint Martin,,Topper's Spiced,1,6.0,Spiced
Italy,,Rum Nation 2011 Reunion Cask Strength 7-Year,1,8.0,Overproof
Mauritius,,Labourdonnais Orange Coffee,1,3.0,Flavored
Martinique,,HSE Cuvée de L’an 2010,1,8.0,Agricole
Canada,,Coldstream Clear Dark,1,5.0,Dark
United States,,Admiral Nelson's Premium Pineapple,1,1.0,Flavored
Guadeloupe,,Damoiseau Fût de Chêne 8-Year,1,4.0,Aged
Estonia,,Komandor White,1,1.0,Light
France,,Origin R. Guadeloupe 18-Year,1,9.0,Aged
Italy,,Rum Nation Demerada 14-Year,1,6.0,Aged
United States,"Code Mango Tango rum, a version of the base used in their Silver Rum with mango flavor and color added. Bottled at 70 proof. via  American Rum Report ",Code Mango Tango,1,2.0,Flavored
Dominican Republic,,Bermudez Blanco,1,0.0,Gold
Australia,,Ord River Barrelling Strength,1,7.0,Overproof
Germany,,Isla del Ron 1997 Trinidad,1,9.0,Aged
United States,"Kill Devil Silver rum, a pot-distilled, molasses-based rum that’s bottled unaged at 80 proof. via  American Rum Report ",Kill Devil Silver,1,0.0,Light
United States,,Farmer's Rum,1,2.0,Gold
United States,"Old Harbor Barrelflag Navy Strength rum, a hybrid pot/column-distilled rum made from a blend of blackstrap molasses, table grade molasses, and evaporated cane juice. Bottled unaged at 114 proof. via  American Rum Report ",Old Harbor Barrelflag Navy Strength,1,7.0,Overproof
United States,,Grand Canyon Rum,1,3.0,Light
Mexico,,Capitan General 10-Year,1,7.0,Aged
Nicaragua,,John Drew Brands Brixton Mash Destroyer,1,4.0,Gold
Bahamas,,J.A.B. Sugar Cane XO 8-Year,1,7.0,Aged
Bahamas,,J.A.B. Exo 12-Year,1,8.0,Aged
Jamaica,,Black Jamaica Licor Spiced,1,7.0,Spiced
Reunion,,Savanna Lontan Grand Arome 60-Year,1,8.0,Light
Cuba,,Ferroni 2011 Cuba Straight From The Cask,1,7.0,Aged
Colombia,,Canasteros 15-Year,1,6.0,Aged
Saint Lucia,,Elements 8 Exotic Spices 2-Year,1,4.0,Spiced
Guadeloupe,,Le Rhum 2018 Rhum Blanc Agricole Edition,1,2.0,Light
United States,,Sea Island Java,1,7.0,Flavored
Jamaica,,Berry Bros. & Rudd Venezuela 12-Year,1,5.0,Aged
Andorra,,Rum & Cane Mauritius XO Single Cask,1,9.0,Aged
Mexico,,Glorias de Cuba Oscuro,1,4.0,Aged
Martinique,,Rhum JM Single Barrel Reserve Speciale,1,8.0,Agricole
United Kingdom,,Jamaica Cove Black Ginger,1,3.0,Spiced
Cuba,,Ferroni La Dame Jeanne 2 Melasse Power,1,7.0,Overproof
United States,"Malahat Black Tea rum, a version of the base used in their Malahat Rum that’s infused with black tea leaves and bottled at 70 proof. via  American Rum Report ",Malahat Black Tea,1,1.0,Flavored
Trinidad and Tobago,,The Colonist Premium Reserva,1,5.0,Aged
Dominican Republic,,Cubaney 7-Year,1,5.0,Aged
United Kingdom,,Dark Matter Orange and Chocolate Liqueur,1,5.0,Flavored
Germany,,Arnisser 2010 No. 7,1,2.0,Aged
Barbados,,E.S.A. Field White,1,6.0,Light
United States,,West Rock Spiced,1,2.0,Spiced
Caribbean,,Compagnie des Indes 2005 Trinidad 13-Year,1,7.0,Aged
Martinique,,Clement Cask Collection,1,8.0,Agricole
Cuba,,Ferroni La Dame Jeanne 3 Canne Rouge,1,8.0,Overproof
United States,,Fortuity Gold,1,4.0,Gold
France,,Chauffe-Cœur Dark,1,8.0,Agricole
Dominican Republic,,Caribbean's Finest Gran Reserva De Blanc,1,10.0,Aged
Denmark,,S.B.S. 2006 Jamaica rum,1,9.0,Aged
United Kingdom,,Coyaba Spiced Banana,1,0.0,Spiced
Caribbean,,Alambic Classique Collection 1999 Caroni 15-Year,1,3.0,Aged
Italy,,Pellerossa Rum & Honey,1,5.0,Flavored
Caribbean,,Compagnie des Indes Cuba Sancti Spiritus 18-Year,1,5.0,Aged
Martinique,,La Mauny Shrubb,1,5.0,Flavored
United States,,Timber Creek Dark,1,6.0,Dark
United Kingdom,,Cadenhead's 2006 Foursquare Single Cask 12-Year,1,8.0,Dark
Dominican Republic,,Caribbean's Finest Grapefruit,1,10.0,Flavored
Australia,,Bundaberg 130-Year,1,6.0,Dark
Denmark,,S.B.S. 2007 Australia 2007 13-Year,1,8.0,Aged
Germany,,Rum Company Old Nicaragua,1,7.0,Aged
Martinique,,Rhum JM 1992 Crassous de Medeuil,1,9.0,Aged
Belgium,,Bon Vivant Aged,1,8.0,Aged
Costa Rica,,Colorado Fanal,1,2.0,Gold
Caribbean,,Plantation 1998 Jamaica Single Barrel Tokaji Cask Finish,1,2.0,Aged
Spain,,Tobacco Silver,1,2.0,Light
Martinique,,Clement l'Elixir,1,6.0,Aged
Guadeloupe,,Reimonenq 1998 Hors D’age 11-Year,1,6.0,Agricole
Martinique,,Saint James Quintessance,1,5.0,Agricole
Martinique,,La Mauny Heritage 1749,1,3.0,Gold
Mauritius,,Emperor Lily White,1,7.0,Light
Grenada,,Canne Royale Extra Old,1,0.0,Gold
Panama,,Perla Negra Anejo,1,5.0,Aged
France,,Saint Paul Traditionnel,1,6.0,Agricole
Caribbean,,Tres Hombres 2015 Captains Choice La Palma,1,9.0,Aged
United States,,Nuka Dark,1,5.0,Dark
Cuba,,Caney Anejo,1,4.0,Gold
United States,,RWS Distillery Fine,1,8.0,Dark
United Kingdom,,ninefold Pure Single,1,9.0,Light
United Kingdom,,Kill Devil (Hunter Laing) 1998 Bellevue 18-Year,1,0.0,Agricole
United Kingdom,,Gleann Mor 1999 Caroni Trinidad 16-Year,1,9.0,Aged
Dominican Republic,,Caribbean's Finest Coconut,1,10.0,Flavored
United States,,Seven Troughs Black Rock,1,3.0,Gold
Costa Rica,,Cacique Guaro Superior,1,3.0,Light
Jamaica,,Naked in Jamaica Dark,1,7.0,Dark
United States,,Gracias Madre Spiced,1,0.0,Spiced
Germany,,Brinkmann Zuarin Xmas Edition,1,4.0,Flavored
United States,,Marsh House Light,1,7.0,Light
Martinique,,Clement 2012 Bourbon Cask Collection 4-Year,1,8.0,Agricole
Netherlands,,Players Silver,1,3.0,n/a
Barbados,,Cockspur Pineapple Coconut Splash,1,0.0,Flavored
Germany,,Letter of Marque Dok Hampden 8-Year,1,4.0,Gold
Canada,,Malibu Lime,1,2.0,Flavored
Guatemala,,Botran Blanco Piña y Coco,1,2.0,Flavored
France,,La Martiniquaise Pecoul,1,1.0,Dark
France,,Chantal Comte 2016 Cuvée Caribaea,1,7.0,Agricole
Trinidad and Tobago,,Caroni 1999 First Cask 19-Year,1,9.0,Aged
Martinique,,Saint James 1997 Single Cask,1,5.0,Aged
Denmark,,S.B.S. 2005 Belize 2005 14-Year,1,9.0,Aged
United States,,Gaspar's Coconut,1,7.0,Flavored
Caribbean,,"Tres Hombres 2018 Edition 26 (Dominic. Rep., 42%) 12-Year",1,7.0,Aged
United States,"Dog Island Light rum, a triple pot-distilled, local molasses-based rum that’s bottled unaged at 80 proof. via  American Rum Report ",Dog Island Light,1,3.0,Light
Mexico,,Casa D'Aristi Kalani Rum & Coconut,1,4.0,Flavored
Martinique,,Hardy XO,1,6.0,Agricole
Ecuador,,Cimborazo 7-Year,1,5.0,Aged
Canada,,Coldstream Clear Spiced,1,5.0,Flavored
Austria,,Stroh 54,1,4.0,Flavored
United States,"Esprit de Krewe Rock ‘n Rum rum, a column-distilled, molasses-based rum that’s sweetened with rock candy and bottled at 80 proof. via  American Rum Report ",Esprit de Krewe Rock 'n' Rum,1,7.0,Flavored
Guadeloupe,,Reimonenq Spiritueux Tropical Planteur,1,3.0,Flavored
Suriname,,Black Cat Dark,1,5.0,Gold
Denmark,,S.B.S. 2012 Cuba 2012 7-Year,1,10.0,Aged
United States,,Bombolini LLC Trial & Error 3,1,1.0,Gold
Caribbean,,Cayman Reef White,1,0.0,Light
United States,,Sea Island Spice,1,8.0,Spiced
United Kingdom,,Cadenhead's 2007 Travellers 12-Year,1,8.0,Aged
Martinique,,Neisson 15-Year,1,8.0,Aged
Réunion,,Bapt & Clem's 5-Year,1,8.0,Aged
Dominica,,Macoucherie Red,1,4.0,Aged
Denmark,,S.B.S. 1997 Trinidad Cask 193,1,8.0,Aged
Caribbean,,Tres Hombres 1992 2017 Edition 18 Solera 25-Year,1,9.0,Overproof
Denmark,,S.B.S. 1997 Trinidad Cask 190,1,9.0,Aged
United States,,Rational Spirits Cuban Inspired,1,5.0,Overproof
Brazil,,Pirassununga 21 Cachaca,1,8.0,Cachaca
Jamaica,,Hampden Estate 2010 Pure Single Barrel Proof 7-Year,1,8.0,Dark
United Kingdom,,Bristol Classic Caroni 10-Year,1,8.0,Aged
Denmark,,S.B.S. 1997 Trinidad Cask 216,1,9.0,Aged
Martinique,,Lauzea Chocolatier Le Shrubb,1,5.0,Flavored
Romania,,Russeika White Label,1,1.0,Light
Mauritius,,"New Grove 2009 Single cask ""The Nectar""",1,8.0,Aged
United States,,Classic Club Gold,1,2.0,Gold
Philippines,,Tondena Dark,1,7.0,Dark
Martinique,,Trois Rivieres Cuvée Bèlè 2005 Corman Collins 13-Year,1,6.0,Aged
Dominican Republic,,De Pirathas Black Spiced,1,6.0,Spiced
Trinidad and Tobago,,Las Palmas Dorada,1,2.0,Gold
Canada,,Ironworks 5-Year,1,7.0,Aged
Guadeloupe,,Damoiseau Cuvee du Distillateur Blanc 55,1,3.0,Light
Grenada,,Clarkes Court # 37,1,8.0,Aged
United States,"Copper Fiddle Light rum, a pot-distilled, blackstrap molasses and cane sugar-based rum that’s bottled unaged at 80 proof. via  American Rum Report ",Copper Fiddle Light,1,5.0,Light
Jamaica,,Hampden Estate 2010 New York Edition LROK Single Cask 9-Year,1,10.0,Aged
Estonia,,Black Sails White,1,2.0,Light
United States,,Silver Wolf Silver,1,0.0,Light
Martinique,,Neisson Blended Bio Agricole Blanc 52.5% Limited Edition,1,4.0,Agricole
Guadeloupe,,Damoiseau Coeur Blanc 50,1,3.0,Light
Martinique,,Leader Price Rhum Blanc 50,1,1.0,Light
Switzerland,,Cave Guildive 1990 Demerara Rum Enmore,1,10.0,Aged
Italy,,Rum Nation 2001 Port Mourant 18-Year,1,3.0,Aged
Spain,,Aldea Single Cane Selection 2017,1,4.0,Light
United States,,Old Ipswich Golden Marsh,1,7.0,Spiced
Puerto Rico,,Captain Morgan Overproof Black,1,5.0,Dark
Réunion,,Bapt & Clem's 18-Year,1,6.0,Aged
Guadeloupe,,Dormoy Blanc,1,2.0,Light
Guadeloupe,,Longueteau Punch Citron Vert,1,4.0,Flavored
Switzerland,,Cave Guildive 2000 Barbados W.I.R.D,1,9.0,Aged
United States,,Sorgrhum White,1,4.0,Light
Martinique,,Domaine Dizac Gold,1,2.0,Gold
Guadeloupe,,Bologne Ice Rhum,1,3.0,Light
Mexico,,Uruapan Plata,1,6.0,Light
Dominican Republic,,Bermudez Limon,1,6.0,Flavored
"Virgin Islands, British",,Pusser's 1990 Pussers Trafalgar 15-Year,1,10.0,Aged
Belgium,,The Nectar Of The Daily Drams Nicaragua 17-Year,1,8.0,Aged
Guadeloupe,,Fajou Rhum Blanc 50,1,3.0,Light
United Kingdom,,Kill Devil (Hunter Laing) 2001 Guyana Savalle Still 15-Year,1,8.0,Aged
Guadeloupe,,Marie-Galante 2003 9-Year,1,9.0,Aged
Trinidad and Tobago,"Colonial White rum, a hybrid pot/column-distilled, Caribbean and American molasses-based rum that’s bottled unaged at 80 proof. via  American Rum Report ",The Colonist White,1,2.0,Light
Guadeloupe,,Mon Repos Blanc,1,2.0,Light
Cayman Islands,,Governor's Reserve Gold,1,3.0,Aged
South Africa,,Mhoba Franky's Pineapple,1,8.0,Spiced
Fiji,,Enfant Terrible 2003 50,1,10.0,Aged
United States,,Cutwater Barrel Aged,1,6.0,Aged
United Kingdom,,Cadenhead's Nicaraguan Green Label 8-Year,1,3.0,Aged
Dominican Republic,,Caribbean's Finest Caramel,1,0.0,Flavored
Saint Martin,,Island Cane VO,1,3.0,Gold
United Kingdom,,Cadenhead's Jamaican Green Label 10-Year,1,7.0,Aged
Martinique,,La Mauny Vieux,1,4.0,Gold
United States,,Castaway Spiced,1,7.0,Spiced
Belgium,,The Nectar Of The Daily Drams 2003 Guyanan Diamond,1,8.0,Aged
Saint Lucia,,Chairman's 2006 Master Selection: Lei Low 13-Year,1,8.0,Aged
India,,McDowell Old Cask XXX,1,0.0,Gold
Ecuador,,2300 Altura De Los Andes Reserva,1,5.0,Aged
United States,,Hell's Half Acre Gold,1,8.0,Gold
United States,,Maggie's Farm MFOF,1,6.0,Aged
Portugal,,Branca Clara,1,5.0,Light
Saint Martin,,Old Man Guavaberry Passion Fruit,1,3.0,Flavored
Puerto Rico,,James's Harbor 151,1,2.0,Overproof
Japan,,Ogasawara White,1,5.0,Light
United Kingdom,,Moose wood Kieron wood 2,1,7.0,Aged
United Kingdom,,Cadenhead's Jamaican IRW Long Pond 18-Year,1,7.0,Aged
Sri Lanka,,Mendis Arrack 18-Year,1,6.0,Aged
United States,,Warship Reserved Black Strap,1,4.0,Light
Andorra,,Rum & Cane Guatemala XO,1,9.0,Aged
Australia,,Husk 1866 Tumbulgum,1,0.0,Agricole
Caribbean,,Blackadder Finest Guadeloupe Belvedere 19-Year,1,7.0,Aged
Dominican Republic,,Caribbean's Finest Orange,1,10.0,Flavored
Colombia,,Dictador 16-Year,1,8.0,Aged
France,,Heejoy XO Trinidad,1,6.0,Aged
Martinique,,Lauzea Chocolatier Liqao,1,4.0,Flavored
Peru,,Mandatario Mandatario xo,1,9.0,Aged
Cuba,,Ferroni Boucan D'Enfer,1,6.0,Flavored
Trinidad and Tobago,,Caroni 1998 Trinidad High Spirits 18-Year,1,8.0,Aged
Guadeloupe,,Longueteau Single Cask,1,5.0,Aged
